id,V,A,D,stdV,stdA,stdD,N,text,document,category,subcategory
118CWL049_217_304,3.0,3.0,3.0,0.0,0.0,0.0,3,it ' s hard enough for her to make good decisions when she ' s surrounded by support .,118CWL049,letters,philanthropic-fundraising
hotel-california_741_767,3.0,3.0,3.0,0.0,0.0,0.0,5,metaphorically of course .,hotel-california,fiction, 
NYTnewswire8_630_818,3.0,3.0,3.0,0.0,0.0,0.0,5,intending to ease consumer access to mental health care new mexico legislators in march passed a law allowing psychologists to prescribe psychotropic medications such as antidepressants .,NYTnewswire8,newspaper,nyt
SemEval_571,3.33,3.33,3.0,0.47,0.47,0.0,3,will rob cohen direct third ' mummy ' ?,SemEval,SemEval,
SemEval_788,2.4,3.2,3.0,0.49,0.4,0.63,5,as inflation soars zimbabwe economy plunges,SemEval,SemEval,
wsj_0184_1522_1748,3.0,2.5,3.25,0.0,0.87,0.43,4,"an upjohn spokesman said he had "" heard nothing "" to suggest the early retirement package was spurred by shareholder pressure or a potential bidder for the company which occasionally has been the target of takeover speculation .",wsj_0184,newspaper,wsj
Nathans_Bylichka_13818_13905,3.2,3.2,3.2,0.4,0.4,0.4,5,it almost looked like the light bent around him without actually touching him directly .,Nathans_Bylichka,fiction, 
118CWL050_3607_3658,3.4,3.8,3.0,0.49,0.4,0.0,5,when you give to big sisters you can get 50% back !,118CWL050,letters,philanthropic-fundraising
How_soon-Lebron-James_1117_1163,3.8,3.6,3.8,0.98,0.49,0.75,5,i ' ve won at every level but college and pro,How_soon-Lebron-James,blog, 
Nathans_Bylichka_21240_21285,3.0,2.6,3.2,0.0,0.8,0.4,5,were not here to browse nepthys told him .,Nathans_Bylichka,fiction, 
The_Black_Willow_9628_9676,2.6,3.8,3.0,0.49,0.4,0.63,5,never again shall it see the rosy fingered dawn !,The_Black_Willow,fiction, 
Nathans_Bylichka_14404_14464,2.6,3.0,3.0,0.49,0.0,0.63,5,i remember that he hardly ever moved just stared at rachel .,Nathans_Bylichka,fiction, 
littleshelter2_1206_1259,3.0,2.6,3.0,0.0,0.8,0.0,5,if you could see them i know you would want to help .,littleshelter2,letters,solicitation-brochures
defenders5_6447_6598,3.0,2.6,3.0,0.0,0.8,0.63,5,they have the financial backing of powerful special interests and the determination to ignore the will of the people of alaska and the american public .,defenders5,letters,solicitation-brochures
WhereToHongKong_15134_15434,2.67,2.83,3.17,0.75,0.9,0.37,6,aberdeen the islands oldest settlement once a pirate lair is home to the floating population the boat people who spend their entire lives on the junks in the harbor some proudly claiming never to have set foot on land ( except for funerals which dont count ) .,WhereToHongKong,travel-guides, 
SemEval_1074,3.2,3.4,3.4,0.4,0.8,0.8,5,london is pace setter on congestion toll says mayor,SemEval,SemEval,
Ohio_Steel_5131_5421,3.2,2.8,2.8,0.4,0.4,0.4,5,at the same time stricter governmental standards for environmental protection and the growth of imported steel were making it harder to produce and market american steel parts and the overeager shareholders in the companies stock were pushing for more and more of their share of the pie .,Ohio_Steel,essays, 
HistoryLasVegas_14433_14521,3.0,3.0,3.0,0.0,0.0,0.0,3,hughes actions would have beneficial repercussions both immediate and lasting .,HistoryLasVegas,travel-guides, 
cable_spool_fort_5005_5025,2.67,3.33,2.67,0.47,0.47,0.47,3,we ' re not ready yet .,cable_spool_fort,fiction, 
NYTnewswire6_3192_3278,3.0,2.8,2.8,0.0,0.4,0.4,5,"back there we always ate in the kitchen "" child reminisced "" i cannot do that here .",NYTnewswire6,newspaper,nyt
captured_moments_3950_3990,3.4,3.0,2.8,0.49,0.63,0.4,5,it ' s beautiful isn ' t it senor flynn ?,captured_moments,fiction, 
114CUL060_104_226,3.4,3.4,3.4,0.49,0.49,0.49,5,an understanding that above anything else success requires genuine effort a willingness to set challenging goals .,114CUL060,letters,philanthropic-fundraising
Ant_Robot_50069_50170,3.0,2.8,3.0,0.0,0.4,0.0,5,of course what makes antie an innovative robot is the task switching between these larger behaviors .,Ant_Robot,essays, 
SemEval_1087,3.0,3.0,2.8,0.63,0.63,0.4,5,cooked chicken breasts join tainted food recalls,SemEval,SemEval,
Tupelo-Honey-Cafe_2536_2612,3.4,3.2,3.2,0.49,0.4,0.4,5,i found myself silently thanking the chicken for its delicious contribution .,Tupelo-Honey-Cafe,blog, 
SemEval_687,3.0,2.8,3.2,0.0,0.4,0.4,5,iran leader pays nicaragua a visit,SemEval,SemEval,
WhatToHongKong_13370_13651,3.0,3.0,3.0,0.0,0.0,0.0,5,a highlight of the arts calendar is the annual hong kong arts festival a three week dose of international culture in february with concerts recitals plays jazz chinese opera and innovative productions put on by leading talent from both east and west .,WhatToHongKong,travel-guides, 
NYTnewswire2_5856_5975,3.0,3.0,3.0,0.0,0.0,0.0,4,"the second mobster told tokhtakhounov that the federation official "" is close to us he is a good guy he will do it .",NYTnewswire2,newspaper,nyt
SemEval_70,3.2,3.4,3.4,0.4,0.49,1.02,5,iran ' s president urges higher birth rate,SemEval,SemEval,
Nathans_Bylichka_33980_34023,2.5,3.0,3.75,0.5,0.0,0.43,4,shouldnt you be going light on the vodka ?,Nathans_Bylichka,fiction, 
anth_essay_4_18008_18264,3.0,3.0,3.0,0.0,0.0,0.0,5,an emphasis on preserving rather than practicing native culture arises : indigenous authenticity is maintained by sustaining knowledge of traditional practices and beliefs without fully embracing them on a day to day basis ( gow and rappaport 2002 : 66 67 ) .,anth_essay_4,essays, 
NYTnewswire8_825_1043,3.0,3.0,3.0,0.0,0.0,0.0,5,the state ' s action the first in the nation has the blessing of the american psychological association ( apa ) which considers prescriptive authority a logical extension of psychologists ' role as health care providers .,NYTnewswire8,newspaper,nyt
sucker_2370_2400,3.0,2.6,3.0,0.0,0.8,0.0,5,comment # 2 by michael fischer,sucker,blog, 
113CWL017_71_83,3.25,2.75,3.0,0.43,0.43,0.0,4,dear friend,113CWL017,letters,philanthropic-fundraising
SemEval_1257,2.4,3.2,2.6,0.49,0.75,0.49,5,mogadishu residents flee blasts,SemEval,SemEval,
wsj_0189_1269_1376,3.0,3.0,3.4,0.0,0.0,0.49,5,its cereal division realized higher operating profit on volume increases but also spent more on promotion .,wsj_0189,newspaper,wsj
wsj_0120_432_564,3.0,2.6,3.2,0.0,0.8,0.4,5,ballot questions range from a maine initiative on banning cruise missiles to a referendum on increasing the north dakota income tax .,wsj_0120,newspaper,wsj
20020731-nyt_16083_16149,3.4,3.6,3.4,0.49,0.49,0.8,5,the teams made the deal less than 24 hours before tuesday ' s 4 p . m .,20020731-nyt,newspaper,nyt
20020731-nyt_19976_20030,3.2,3.2,3.0,0.4,0.4,0.0,5,he was recently named one of the 70 greatest redskins .,20020731-nyt,newspaper,nyt
SemEval_674,2.8,3.2,3.0,0.4,0.4,0.0,5,gently weeps ' lyrics sheet up for sale,SemEval,SemEval,
Nathans_Bylichka_16760_16930,3.0,3.0,3.2,0.0,0.0,0.4,5,we interact with humans take advantage of them grant them boons sometimes even become their friends but the majority of both societies have little or no interaction .,Nathans_Bylichka,fiction, 
SemEval_213,3.0,2.75,3.25,0.0,0.43,0.43,4,ex jonbenet suspect : child porn case dropped,SemEval,SemEval,
Nathans_Bylichka_39463_39552,3.0,2.2,3.0,0.0,0.98,0.63,5,he was naked but there was nothing to hide : his body was hairless and completely smooth .,Nathans_Bylichka,fiction, 
Nathans_Bylichka_32758_32798,2.25,3.0,2.75,0.43,0.0,0.43,4,its exhausting to talk to those people .,Nathans_Bylichka,fiction, 
WhereToHongKong_62759_62850,3.0,2.6,3.2,0.0,0.8,0.4,5,a popular optional excursion is an hours detour to guangzhou zoo founded in 1958 .,WhereToHongKong,travel-guides, 
Nathans_Bylichka_56635_56672,2.4,2.8,2.2,0.49,0.75,0.75,5,i must have fallen to the floor then .,Nathans_Bylichka,fiction, 
SemEval_910,3.0,3.0,3.0,0.0,0.0,0.0,5,7 gop senators to force debate on troops in iraq,SemEval,SemEval,
captured_moments_12759_12777,3.0,3.4,2.8,0.0,0.49,0.4,5,who lives there ?,captured_moments,fiction, 
NYTnewswire2_7739_7838,3.0,3.0,3.0,0.0,0.0,0.0,5,"he told her that the russian skating federation official "" will help he has two or three judges .",NYTnewswire2,newspaper,nyt
blog-monastery_2683_2882,3.0,3.0,3.0,0.0,0.0,0.0,5,she had studied psychology for a while in grad school but now holds the view that psychologists are going about understanding the mind and understanding the knower and what knowing is the wrong way .,blog-monastery,blog, 
WhereToHongKong_25681_25733,3.2,2.4,3.2,0.4,0.8,0.4,5,the highway continues parallel to the coast .,WhereToHongKong,travel-guides, 
20020731-nyt_11272_11418,3.0,2.8,3.0,0.0,0.4,0.0,5,powell heads to indonesia ' s capital jakarta late on thursday before finishing a weeklong trip through the region in the philippines on saturday .,20020731-nyt,newspaper,nyt
Nathans_Bylichka_28807_28828,2.8,2.8,3.2,0.4,0.4,0.4,5,nepthys turned to me .,Nathans_Bylichka,fiction, 
captured_moments_20177_20182,3.2,3.2,3.0,0.4,0.4,0.0,5,oh .,captured_moments,fiction, 
NWF1_3433_3556,3.2,3.2,3.2,0.4,0.75,0.75,5,and youll enjoy a series of insightful stories on a variety of wildlife species stories that cant be found anywhere else !,NWF1,letters,solicitation-brochures
Uprooted_Farming-on-Sand_4788_4848,3.0,3.25,3.0,0.0,0.43,0.0,4,you know they could . it would be even better for the system .,Uprooted_Farming-on-Sand,blog, 
20020731-nyt_10993_11157,3.0,3.2,3.2,0.0,0.4,0.4,5,terrorism dominates the agenda though the possibility of a meeting here between powell and his north korean counterpart paek nam sun has generated the most news .,20020731-nyt,newspaper,nyt
Bartok_9247_9408,3.0,3.0,3.0,0.0,0.0,0.0,2,the section from measures 35 50 is centered on e; upon the return of d enharmonically respelled as e in measure 58 we see that e acts as its upper neighbor .,Bartok,essays, 
20020731-nyt_14545_14799,3.0,2.8,2.8,0.0,0.4,0.4,5,the deal would be part of microsoft ' s drive to sign up wireless carriers to use its so called smart phone software a pared down version of the windows operating system and services that microsoft is developing as part of its . net internet strategy .,20020731-nyt,newspaper,nyt
hotel-california_21848_21859,2.8,3.2,3.2,0.4,0.4,0.4,5,well boom .,hotel-california,fiction, 
Ant_Robot_32839_32949,3.0,2.67,3.0,0.0,0.47,0.0,3,the differences between these outputs is what is being compared everywhere there is a left_ip or right_ip .,Ant_Robot,essays, 
captured_moments_29345_29398,3.0,3.0,3.0,0.0,0.0,0.0,3,then we went out for a late swim .,captured_moments,fiction, 
20020731-nyt_15444_15550,3.0,2.4,3.2,0.0,1.2,0.4,5,in recent months microsoft has announced partnerships with wireless carriers like verizon and sprint pcs .,20020731-nyt,newspaper,nyt
NWF1_1802_1847,3.8,3.2,3.0,0.4,0.4,0.0,5,the worlds most beautiful nature magazine,NWF1,letters,solicitation-brochures
Nathans_Bylichka_21342_21360,2.33,2.83,2.83,0.75,0.37,0.37,6,the thing frowned .,Nathans_Bylichka,fiction, 
20020731-nyt_32623_32867,3.0,3.0,3.2,0.0,0.0,0.4,5,therefore the committee . . . expresses its determination that your actions and failure to act led to violations of senate rules ( and related statutes ) and created at least the appearance of impropriety and you are hereby severely admonished .,20020731-nyt,newspaper,nyt
115CVL036_1742_1858,3.4,3.4,3.6,0.49,0.49,0.49,5,we ' re at an exciting juncture and it won ' t be long until we start seeing solid results from our efforts .,115CVL036,letters,philanthropic-fundraising
appalachian1_113_210,3.5,4.0,4.0,0.5,0.71,0.71,4,it authorizes you to start enjoying amcs outdoor activities immediately !,appalachian1,letters,solicitation-brochures
Madame_White_Snake_2090_2194,3.0,2.8,3.0,0.0,0.4,0.0,5,but if she were really an ideal wife why could she not live happily with her human mate ?,Madame_White_Snake,essays, 
SemEval_503,3.0,3.0,3.0,0.0,0.0,0.0,5,schuey sees ferrari unveil new car,SemEval,SemEval,
118CWL049_1328_1396,3.2,3.2,3.2,0.4,0.4,0.4,5,by contributing $1000 you can support one match for one year .,118CWL049,letters,philanthropic-fundraising
Nathans_Bylichka_26358_26415,2.75,2.75,3.5,0.43,0.43,0.87,4,well we dont get many customers asking about that item .,Nathans_Bylichka,fiction, 
Black_and_white_20022_20276,3.0,2.8,2.8,0.0,0.75,0.4,5,now we have entered an era where we are seeing once again more color but perhaps it is human instinct to want to surpass and rebel against generations before so possibly we shall return to a state of non color veneration .,Black_and_white,essays, 
SemEval_1346,2.2,2.8,2.6,0.4,0.4,0.49,5,double bus bombing kills three in lebanon,SemEval,SemEval,
Fermentation_HR5034_12677_12812,2.67,3.0,4.33,0.47,0.0,0.94,3,i will not even waste my time rebutting you point by point because you do not have a clue in many instances what you are talking about .,Fermentation_HR5034,blog, 
Ohio_Steel_11875_12057,3.2,3.0,3.0,0.4,0.0,0.0,5,eventually some religious leaders involved in the ecumenical coalition joined forces within community members and former steel mill employees to create the save our valley campaign .,Ohio_Steel,essays, 
captured_moments_38865_39040,3.33,3.33,3.0,0.47,0.47,0.0,3,if science finds a way to safely free the subjects of emil ' s art perhaps the i who reads this file will know that my decision is wise .,captured_moments,fiction, 
Nathans_Bylichka_43259_43294,3.33,3.33,3.0,0.47,0.47,0.0,3,now i understand why youre here,Nathans_Bylichka,fiction, 
Homosexuality_17899_18023,3.0,3.0,3.0,0.0,0.0,0.0,5,this seems to be the most likely explanation as of now but even as i write this new studies are being done .,Homosexuality,essays, 
Black_and_white_4196_4244,3.0,3.0,3.0,0.0,0.0,0.0,5,it is up to the mind to fill in the blank space .,Black_and_white,essays, 
NYTnewswire9_8515_8639,2.8,3.6,2.8,0.98,0.8,0.98,5,the crew was horrified by the purple mushroom cloud that climbed to 10 miles and looked as if it would engulf the enola gay .,NYTnewswire9,newspaper,nyt
wwf12_1404_1591,3.0,3.0,3.2,0.0,0.0,0.4,5,were now creating model projects in 25 of these high priority areas in order to balance conservation with peoples need to use natural resources to sustain their livelihoods .,wwf12,letters,solicitation-brochures
SemEval_998,2.8,3.4,2.8,0.4,0.49,0.4,5,mass venezuela opposition rally,SemEval,SemEval,
SemEval_1373,2.0,3.4,2.4,0.63,1.02,0.49,5,6 dead after utah mall shooting rampage,SemEval,SemEval,
Fermentation_Eminent-Domain_10201_10269,3.0,2.8,3.0,0.0,0.4,0.0,5,are they going to go through the wine producing counties one by one ?,Fermentation_Eminent-Domain,blog, 
wildelifewatch1_1328_1440,2.0,3.5,3.0,1.0,0.87,0.71,4,and with more than 3000 species facing rapidly disappearing habitat we have never needed members like you more .,wildelifewatch1,letters,solicitation-brochures
Nathans_Bylichka_57787_57877,3.0,3.5,3.0,0.0,0.5,0.0,2,i pulled the vial of liquid that hed been giving me from his pocket and ran to the altar .,Nathans_Bylichka,fiction, 
SemEval_19,2.5,3.0,2.75,0.5,0.0,0.43,4,we ' re a pretty kind ' bully ',SemEval,SemEval,
hotel-california_22774_22788,2.8,3.2,3.0,0.4,0.4,0.0,5,sarah frowned .,hotel-california,fiction, 
SemEval_986,3.17,2.5,3.0,0.37,0.76,0.0,6,next island hot spot : st . lucia,SemEval,SemEval,
Tupelo-Honey-Cafe_1079_1187,3.0,3.0,3.2,0.0,0.0,0.4,5,after hemming and hawing and assessing my food stash ( contents : 10 saltines ) i decided to go for it anyway .,Tupelo-Honey-Cafe,blog, 
NYTnewswire4_2989_3182,3.0,3.25,3.75,0.71,0.43,0.83,4,it gets away from football . you ' re a focal point and people are looking at you but it ' s a team game and you depend on your team 1000 times more than that billboard to get you the heisman .,NYTnewswire4,newspaper,nyt
Nathans_Bylichka_41903_41945,3.4,3.4,3.4,0.49,0.49,0.49,5,i hope i can start by offering some wine .,Nathans_Bylichka,fiction, 
Nathans_Bylichka_29869_29914,2.4,3.4,2.8,0.49,0.49,0.4,5,i thought that i could feel a slight itching .,Nathans_Bylichka,fiction, 
WhereToHongKong_44176_44257,3.0,2.4,2.8,0.0,0.8,0.4,5,on the inside walls are flowered blue tiles ( azulejos ) and coats of arms .,WhereToHongKong,travel-guides, 
Black_and_white_910_1018,3.0,3.0,3.0,0.0,0.63,0.0,5,what is the significance for this preference for black and white when it comes to high art ?,Black_and_white,essays, 
hotel-california_5440_5504,3.2,3.2,3.2,0.4,0.4,0.4,5,it took me a couple days to realize i was in fact still alive .,hotel-california,fiction, 
Homosexuality_339_434,3.0,3.0,3.0,0.0,0.0,0.0,5,still more would claim that it is a mental illness that can and should be cured .,Homosexuality,essays, 
SemEval_737,3.4,3.0,3.2,0.49,0.0,0.4,5,amazon . com has ' best ever ' sales,SemEval,SemEval,
Bartok_15705_15797,3.0,3.0,3.0,0.0,0.0,0.0,5,measures 192 197 are in e with the bass notes in the harp and measures 198 209 are in d .,Bartok,essays, 
SemEval_647,3.2,3.0,3.2,0.4,0.0,0.4,5,finally senate okays anti terror bill manila,SemEval,SemEval,
captured_moments_22574_22609,3.0,3.0,3.0,0.0,0.0,0.0,3,"instead i asked "" is he handsome ?",captured_moments,fiction, 
Black_and_white_17025_17127,3.0,2.8,2.8,0.0,0.4,0.4,5,kitsch made cheap what once was truly cultural by the way it reproduced it d infinitum .,Black_and_white,essays, 
captured_moments_2491_2605,3.4,3.0,3.0,0.49,0.0,0.0,5,i like life on the resort worlds always have and after the upcoming mindwipe always will .,captured_moments,fiction, 
WhereToHongKong_28725_28861,3.33,3.0,3.33,0.47,0.0,0.47,3,the preservation of this wonderful home is ongoing; a projected restoration of the original garden is still in progress .,WhereToHongKong,travel-guides, 
Seedbombing_906_1007,3.0,3.0,3.2,0.0,0.0,0.4,5,use seeds of any kind even dumpster salvaged ones or the ones that might be too old for the garden .,Seedbombing,blog, 
